bin,n_a,mean_mm_a,std_mm_a,median_q_a,sqrt_n_bound_a,n_b,mean_mm_b,std_mm_b,median_q_b,sqrt_n_bound_b,delta_mean_mm,delta_median_q
164.0,712,6309.255969101124,5.917347037760131,16.0,0.22176195597935042,704,6310.274502840909,5.885390672297667,16.0,0.22181400687123723,-1.0185337397851981,0.0
165.0,701,6290.691512125535,5.031522348035643,16.0,0.19003797630377714,700,6291.6725,5.034304086200218,16.0,0.19027880909088649,-0.9809878744645175,0.0
166.0,703,6274.983641536273,4.482644893234581,17.0,0.16906615419229898,705,6275.941489361702,4.571717640237686,17.0,0.17218084745369605,-0.9578478254288711,0.0
167.0,714,6260.5486694677875,4.191526421140974,17.0,0.15686393387988495,694,6261.722982708934,4.075284659856758,17.0,0.1546956902081245,-1.1743132411465922,0.0
168.0,685,6248.662043795621,3.0278949558359,19.0,0.11568991946178873,731,6249.75,3.2112548223779624,19.0,0.11877255007576006,-1.0879562043792248,0.0
169.0,726,6239.276515151515,2.7016092479734968,20.0,0.10026612336241296,686,6240.318513119533,2.574235024457055,20.0,0.09828474994440752,-1.0419979680182223,0.0
170.0,695,6231.794604316547,1.97831080471152,21.0,0.07504160610979208,710,6232.811971830986,2.008804049342584,21.0,0.07538907258821728,-1.0173675144396839,0.0
171.0,705,6225.401773049645,1.9122754189617808,22.0,0.07202045885418962,704,6226.424360795455,1.9129470952993157,22.0,0.07209690635122801,-1.0225877458096875,0.0
172.0,719,6220.298678720445,1.5105461411511456,22.0,0.05633386524551783,708,6221.2831920903955,1.4912972367028594,22.0,0.05604638222696494,-0.9845133699500366,0.0
173.0,716,6215.979050279329,1.3078224865056836,23.0,0.04887562107522215,736,6216.986073369565,1.3109532036243363,23.0,0.048322376192475334,-1.0070230902356343,0.0
174.0,735,6214.451360544218,0.7744195676977057,24.0,0.028564896082574873,706,6215.33888101983,0.7186573533311381,24.0,0.027047026287846547,-0.8875204756122912,0.0
